City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
74,susuman,62.7833,148.1667,-12.48,88,100,4.14,RU,1735004346
75,keflavik,64.0049,-22.5624,34.23,80,75,18.41,IS,1735004347
76,puerto ayora,-0.7393,-90.3518,72.64,84,77,6.08,EC,1735004347
77,jinchang,38.4953,102.1739,21.0,39,6,4.54,CN,1735004348
78,vilyuchinsk,52.9306,158.4028,30.47,72,100,8.32,RU,1735004349
79,bilibino,68.0546,166.4372,-25.22,85,27,0.87,RU,1735004351
80,kirakira,-10.4544,161.9205,85.42,76,100,7.94,SB,1735004351
81,anadyr,64.75,177.4833,1.9,60,0,6.71,RU,1735004352
82,horta,38.5333,-28.6333,62.02,75,47,11.01,PT,1735004353
83,meadow lakes,61.6247,-149.6011,39.07,69,0,11.5,US,1735004353
84,sodra sandby,56.5667,16.6167,31.86,90,41,4.76,SE,1735004354
85,ta`u,-14.2336,-169.5144,82.62,78,98,12.66,AS,1735004354
86,nar'yan-mar,67.6713,53.087,16.45,97,99,2.8,RU,1735004355
87,longyearbyen,78.2186,15.6401,17.44,62,20,25.32,SJ,1735004090
88,mawu,34.4307,104.9176,20.08,48,100,3.18,CN,1735004356
89,malango,-2.9627,119.9001,78.44,70,99,2.84,ID,1735004357
90,atafu village,-8.5421,-172.5159,82.9,71,96,17.83,TK,1735004358
91,hawaiian paradise park,19.5933,-154.9731,78.31,80,100,4.61,US,1735004358
92,avetrana,40.3529,17.7349,41.31,80,100,8.99,IT,1735004359
93,farafangana,-22.8167,47.8333,74.61,88,67,6.96,MG,1735004360
94,zwedru,6.0667,-8.1281,72.03,96,15,1.48,LR,1735004360
95,ulanhot,46.0833,122.0833,16.84,50,7,5.28,CN,1735004361
96,uyuni,-20.4597,-66.825,59.41,13,45,12.86,BO,1735004221
97,klaksvik,62.2266,-6.589,45.25,79,100,26.28,FO,1735004362
98,quelimane,-17.8786,36.8883,84.15,84,0,4.61,MZ,1735004363
99,petropavlovsk-kamchatsky,53.0452,158.6483,28.99,43,75,13.42,RU,1735004364
100,la palma,33.8464,-118.0467,62.38,83,0,8.05,US,1735004364
101,teknaf,20.8624,92.3058,70.43,46,23,3.53,BD,1735004365
102,idri,27.5,13.2667,51.8,40,0,9.86,LY,1735004366
103,college,64.8569,-147.8028,15.75,67,100,11.5,US,1735004366
104,bei'an,46.4398,126.2373,8.35,81,5,6.73,CN,1735004367
105,westport,41.1415,-73.3579,26.91,70,0,10.36,US,1735004368
106,jolo,6.05,121.0167,86.2,71,100,4.05,PH,1735004369
107,makokou,0.5738,12.8642,69.78,96,79,3.33,GA,1735004370
108,st. john's,47.5649,-52.7093,26.98,81,75,12.66,CA,1735004370
109,kenai,60.5544,-151.2583,42.15,75,40,12.66,US,1735004302
110,charters towers,-20.1,146.2667,96.1,29,4,5.1,AU,1735004372
111,matoury,4.8483,-52.3317,76.96,94,75,3.44,GF,1735004372
112,whitehorse,60.7161,-135.0538,32.77,74,20,14.97,CA,1735004373
113,olonkinbyen,70.9221,-8.7187,30.07,92,100,13.38,SJ,1735004374
114,port hedland,-20.3167,118.5667,95.05,59,0,10.36,AU,1735004374
115,yuzhno-kurilsk,44.0306,145.8556,30.99,60,97,18.45,RU,1735004375
116,al jaradiyah,16.5795,42.9124,75.67,72,0,2.08,SA,1735004376
117,lebu,-37.6167,-73.65,56.46,83,0,20.38,CL,1735004376
118,carbonear,47.7332,-53.2148,26.15,79,96,12.44,CA,1735004377
119,pran buri,12.3847,99.9098,75.22,55,12,8.77,TH,1735004378
120,korla,41.7597,86.1469,7.41,94,56,2.42,CN,1735004378
121,vanimo,-2.6741,141.3028,83.14,78,99,2.53,PG,1735004380
122,fort st. john,56.2499,-120.8529,37.29,65,40,27.63,CA,1735004380
123,cabedelo,-6.9811,-34.8339,79.47,73,92,12.26,BR,1735004381
124,puerto natales,-51.7236,-72.4875,49.98,75,100,8.97,CL,1735004382
125,swakopmund,-22.6833,14.5333,60.6,93,8,3.24,NA,1735004382
126,north bay,46.3168,-79.4663,24.82,93,100,11.5,CA,1735004383
127,colonia,50.9333,6.95,40.05,89,75,2.3,DE,1735004384
128,gaspe,48.8334,-64.4819,3.42,78,0,4.61,CA,1735004384
129,kailua-kona,19.6406,-155.9956,75.56,93,0,1.01,US,1735004385
130,basco,20.4487,121.9702,72.54,85,100,31.12,PH,1735004386
131,tangalle,6.024,80.7911,75.79,88,16,3.18,LK,1735004386
132,sawakin,19.1059,37.3321,73.4,77,73,11.79,SD,1735004387
133,hoshangabad,22.75,77.7167,65.52,55,98,3.04,IN,1735004388
134,palmer,42.1584,-72.3287,19.51,57,75,6.91,US,1735004388
135,manjeri,11.1167,76.1167,68.68,100,20,5.75,IN,1735004389
136,chonchi,-42.6128,-73.8092,53.11,94,1,3.87,CL,1735004390
137,invercargill,-46.4,168.35,70.02,79,96,4.0,NZ,1735004390
138,hirekerur,14.4667,75.3833,66.54,88,1,1.99,IN,1735004391
139,kruisfontein,-34.0033,24.7314,61.02,88,100,6.46,ZA,1735004392
140,enewetak,11.3474,162.3373,81.79,81,81,17.16,MH,1735004392
141,luganville,-15.5333,167.1667,85.69,75,100,2.39,VU,1735004393
142,chengde,40.9725,117.9361,24.08,34,100,1.34,CN,1735004394
143,abu road,24.4833,72.7833,54.41,56,0,5.44,IN,1735004394
144,bokani,9.4333,5.2,70.05,31,36,4.85,NG,1735004395
145,raahe,64.6833,24.4833,15.35,95,100,1.5,FI,1735004395
146,yantzaza,-3.8278,-78.7594,68.49,98,100,0.83,EC,1735004396
147,kone,-21.0595,164.8658,86.16,74,100,7.92,NC,1735004397
148,kill devil hills,36.0307,-75.676,45.99,73,100,6.91,US,1735004259
149,aasiaat,68.7098,-52.8699,6.62,79,100,19.37,GL,1735004398
150,plettenberg bay,-34.0527,23.3716,61.16,87,21,2.1,ZA,1735004399
151,papatowai,-46.5619,169.4708,59.72,87,98,10.49,NZ,1735004399
152,cururupu,-1.8283,-44.8683,74.53,92,6,1.59,BR,1735004400
153,tura,25.5198,90.2201,61.25,56,0,2.53,IN,1735004401
154,chernyshevskiy,63.0128,112.4714,-27.87,100,70,1.95,RU,1735004401
155,thunder bay,48.4001,-89.3168,15.78,79,100,3.44,CA,1735004202
156,manggar,-2.8833,108.2667,76.75,92,100,4.36,ID,1735004404
157,saint-francois,46.4154,3.9054,38.68,88,100,9.22,FR,1735004404
158,kolonia town,6.964,158.206,89.71,66,75,11.5,FM,1735004405
159,chiredzi,-21.05,31.6667,77.32,68,97,4.41,ZW,1735004338
160,vodnyy,63.5046,53.4095,18.73,93,100,8.66,RU,1735004406
161,taoudenni,22.6783,-3.9836,64.38,19,100,8.05,ML,1735004407
162,port mathurin,-19.6833,63.4167,77.34,72,3,19.91,MU,1735004408
163,rezekne,56.5,27.3167,33.24,99,100,5.53,LV,1735004408
164,aytos,42.7,27.25,51.22,91,100,15.55,BG,1735004409
165,santa cruz de tenerife,28.4682,-16.2546,69.67,83,40,11.5,ES,1735004409
166,homer,59.6425,-151.5483,42.69,82,100,5.75,US,1735004117
167,badger,64.8,-147.5333,16.05,79,0,11.5,US,1735004411
168,vila franca do campo,37.7167,-25.4333,59.41,77,100,6.31,PT,1735004411
169,isafjordur,66.0755,-23.124,20.3,83,95,10.22,IS,1735004412
170,magadan,59.5667,150.8,5.94,70,99,10.87,RU,1735004413
171,san miguel,13.4833,-88.1833,73.98,66,4,1.68,SV,1735004413
172,hamilton,39.1834,-84.5333,48.15,55,100,12.66,US,1735004308
173,lerwick,60.1545,-1.1494,50.49,94,100,21.23,GB,1735004415
174,puerto cabezas,14.0351,-83.3888,75.07,82,70,10.02,NI,1735004402
175,beitbridge,-22.2167,30.0,77.29,72,13,15.77,ZW,1735004416
176,angaur state,6.906,134.13,84.29,76,100,10.92,PW,1735004417
177,amga,60.8953,131.9608,-15.32,96,100,3.4,RU,1735004417
178,mirnyy,62.5353,113.9611,-22.67,100,70,3.98,RU,1735004418
179,qaqortoq,60.7167,-46.0333,1.0,66,0,19.37,GL,1735004419
180,tamiahua,21.2667,-97.45,70.86,79,100,7.83,MX,1735004419
181,ancud,-41.8697,-73.8203,51.06,85,7,4.68,CL,1735004338
182,klyuchi,52.2667,79.1667,2.79,97,99,6.76,RU,1735004420
183,terrace,54.5163,-128.6035,39.11,100,100,5.75,CA,1735004421
184,greenville,35.6127,-77.3663,33.15,77,0,0.0,US,1735004422
185,sampit,-2.5333,112.95,84.79,75,46,4.29,ID,1735004423
186,tra mhor,52.1624,-7.1524,54.73,100,100,7.0,IE,1735004424
187,severo-yeniseyskiy,60.3725,93.0408,-1.53,99,100,2.84,RU,1735004425
188,anshun,26.25,105.9333,38.05,90,100,8.03,CN,1735004425
189,wenling,28.3669,121.36,50.27,75,44,11.45,CN,1735004427
190,ekibastuz,51.6667,75.3667,8.33,98,81,4.83,KZ,1735004427
191,alotau,-10.3069,150.4462,90.0,61,100,5.84,PG,1735004428
192,bodo,67.28,14.405,30.24,59,0,10.0,NO,1735004429
193,novyy urgal,51.0736,132.5642,-19.08,90,21,0.72,RU,1735004429
194,breyten,-26.3018,29.987,58.17,95,84,6.82,ZA,1735004430
195,talara,-4.5772,-81.2719,72.36,73,40,14.97,PE,1735004431
196,belyy yar,53.6039,91.3903,6.69,92,75,0.0,RU,1735004431
197,vieux fort,13.7167,-60.95,81.72,74,40,17.27,LC,1735004432
198,hermanus,-34.4187,19.2345,60.8,76,0,10.49,ZA,1735004433
199,brigantine,39.4101,-74.3646,28.02,85,0,0.0,US,1735004219
200,edgewood,39.4187,-76.2944,28.94,74,92,8.23,US,1735004277
201,sinop,41.7711,34.8709,41.23,85,59,11.43,TR,1735004435
202,saldanha,-33.0117,17.9442,60.85,81,0,16.13,ZA,1735004436
203,thompson,55.7435,-97.8558,15.96,92,100,9.22,CA,1735004437
204,mil'kovo,55.6078,37.7956,32.63,76,100,4.07,RU,1735004437
205,alice springs,-23.7,133.8833,83.75,17,0,9.22,AU,1735004438
206,ngala,12.3377,14.1805,66.96,43,26,10.29,NG,1735004438
207,mar del plata,-38.0023,-57.5575,64.09,87,0,14.97,AR,1735004310
208,sarmiento,-45.5882,-69.07,68.2,32,24,12.71,AR,1735004440
209,dunedin,-45.8742,170.5036,58.98,91,99,10.42,NZ,1735004440
210,hawera,-39.5917,174.2833,69.31,62,97,10.8,NZ,1735004441
211,galesong,-5.3166,119.3661,82.71,75,88,6.64,ID,1735004442
212,ustka,54.5805,16.8619,38.57,93,100,6.15,PL,1735004442
213,kingston,17.997,-76.7936,79.75,69,40,6.91,JM,1735004388
214,iskateley,67.6803,53.1512,16.34,97,99,2.89,RU,1735004444
215,luau,-10.7073,22.2247,63.81,98,100,4.59,AO,1735004446
216,bikenibeu village,1.3673,173.1241,87.76,62,20,13.8,KI,1735004446
217,beneditinos,-5.45,-42.3667,76.46,81,81,3.94,BR,1735004448
218,macusani,-14.0833,-70.4333,38.73,95,100,3.8,PE,1735004449
219,newman,37.3138,-121.0208,60.06,86,100,4.9,US,1735004449
220,ilulissat,69.2167,-51.1,5.02,66,100,13.8,GL,1735004450
221,bria,6.5423,21.9863,67.46,28,47,4.5,CF,1735004451
222,ishigaki,24.3448,124.1572,66.33,82,75,16.11,JP,1735004451
223,broome,42.2506,-75.833,24.71,66,100,9.22,US,1735004453
224,oudtshoorn,-33.5907,22.2014,58.28,88,23,2.75,ZA,1735004453
225,portland,45.5234,-122.6762,54.45,72,100,9.22,US,1735004249
226,port douglas,-16.4833,145.4667,86.59,66,12,6.98,AU,1735004455
227,uturoa,-16.7333,-151.4333,81.18,72,23,9.37,PF,1735004455
228,caleta de carquin,-11.0925,-77.6267,69.22,83,100,7.96,PE,1735004456
229,port washington,40.8257,-73.6982,29.8,64,75,8.01,US,1735004457
230,lac-brome,45.2168,-72.5158,16.39,77,100,1.99,CA,1735004457
231,fuglafjordur,62.244,-6.814,43.74,81,100,26.42,FO,1735004458
232,laguna,38.421,-121.4238,61.21,90,100,3.44,US,1735004458
233,mana,5.6592,-53.7767,77.25,88,95,10.36,GF,1735004459
234,barra de santo antonio,-9.4047,-35.5072,78.17,74,90,8.14,BR,1735004460
235,kodinsk,58.6881,99.1844,-18.8,100,99,1.88,RU,1735004460
236,chita,52.0333,113.55,-27.51,75,100,0.0,RU,1735004461
237,elko,41.0002,-115.5012,40.64,76,100,3.0,US,1735004247
238,alaghsas,17.0187,8.0168,60.93,20,99,7.99,NE,1735004462
239,coquimbo,-29.9533,-71.3436,60.53,81,100,8.05,CL,1735004351
240,eyl,7.9803,49.8164,70.29,75,43,10.04,SO,1735004464
241,cam ranh,11.9214,109.1591,76.96,69,75,13.8,VN,1735004465
242,chelak,39.9203,66.8611,25.56,62,0,5.48,UZ,1735004466
243,puerto quijarro,-17.7833,-57.7667,76.37,83,86,1.95,BO,1735004466
244,la passe,45.5549,-0.8967,48.74,95,100,7.96,FR,1735004467
245,flin flon,54.7682,-101.865,17.08,96,99,7.96,CA,1735004468
246,katsuren-haebaru,26.3369,127.8719,65.08,71,75,16.11,JP,1735004468
247,polyarnyy,69.1989,33.4478,16.21,95,98,7.05,RU,1735004469
248,mananara,-16.1667,49.7667,74.79,92,53,2.71,MG,1735004471
249,whitefish,48.4111,-114.3376,37.89,91,20,0.0,US,1735004471
250,armacao de buzios,-22.7469,-41.8817,74.7,91,88,8.77,BR,1735004174
251,margate,51.3813,1.3862,43.7,88,100,1.01,GB,1735004472
252,chenaran,36.6455,59.1212,36.48,37,84,4.36,IR,1735004473
253,bolivar,37.6145,-93.4105,51.01,85,100,6.49,US,1735004236
254,yangshuo,24.7808,110.4897,48.27,44,100,4.03,CN,1735004474
255,port alfred,-33.5906,26.891,62.19,100,100,8.32,ZA,1735004475
256,smithers,54.7804,-127.1743,34.12,86,75,6.91,CA,1735004476
257,mejit,10.2753,170.8646,81.03,83,100,21.47,MH,1735004476
258,saint-joseph-du-lac,45.5334,-73.9992,17.71,91,100,5.75,CA,1735004477
259,trondheim,63.4305,10.3951,33.85,91,100,5.82,NO,1735004268
260,ingeniero guillermo n. juarez,-23.9,-61.85,82.04,49,23,7.54,AR,1735004478
261,richards bay,-28.783,32.0377,70.2,84,100,8.95,ZA,1735004479
262,parabel',58.6978,81.4825,7.79,92,100,8.14,RU,1735004480
263,argostolion,38.1811,20.489,51.21,72,81,21.27,GR,1735004480
264,terenozek,45.05,64.9833,22.24,86,8,11.21,KZ,1735004481
265,anar darah,32.7587,61.654,39.22,36,4,2.48,AF,1735004482
266,porbandar,21.6422,69.6093,61.72,52,0,10.51,IN,1735004483
267,al majaridah,19.1236,41.9111,73.02,78,1,1.9,SA,1735004483
268,balqash,46.8481,74.995,13.46,88,87,7.05,KZ,1735004484
269,tisul',55.7611,88.3122,6.49,98,95,2.42,RU,1735004485
270,zahedan,29.4963,60.8629,26.51,46,0,4.61,IR,1735004485
271,tukrah,32.5341,20.5791,59.02,76,91,25.12,LY,1735004486
272,blythe,33.6103,-114.5964,70.25,28,0,0.0,US,1735004487
273,okha,53.5739,142.9478,11.84,92,100,23.55,RU,1735004487
274,new norfolk,-42.7826,147.0587,66.7,53,85,6.31,AU,1735004488
275,moree,-29.4667,149.85,85.46,14,0,17.29,AU,1735004489
276,stephenville,32.2207,-98.2023,66.33,70,0,6.91,US,1735004489
277,georgetown,5.4112,100.3354,82.33,77,20,8.05,MY,1735004238
278,chibougamau,49.9168,-74.3659,11.82,92,100,8.05,CA,1735004355
279,farasan,16.7022,42.1183,80.02,70,0,7.87,SA,1735004492
280,la sarre,48.8002,-79.1996,16.92,97,99,2.75,CA,1735004492
281,tchibanga,-2.85,11.0333,71.74,97,100,1.5,GA,1735004493
282,zhenzhou,32.2692,119.1789,45.9,56,8,3.51,CN,1735004494
283,khilok,51.3674,110.4676,-9.17,99,89,2.46,RU,1735004495
284,altai,46.3722,96.2583,-9.47,95,85,7.4,MN,1735004495
285,yeraliyev,43.2,51.65,43.12,84,100,11.01,KZ,1735004496
286,huilong,31.8111,121.655,46.72,57,9,7.0,CN,1735004497
287,port blair,11.6667,92.75,80.64,74,40,5.75,IN,1735004497
288,denison,33.7557,-96.5367,62.62,76,75,11.99,US,1735004384
289,ratnagiri,16.9833,73.3,69.53,87,4,8.59,IN,1735004499
290,minas de marcona,-15.2119,-75.1103,61.27,86,84,8.86,PE,1735004500
291,kuanda,56.3161,116.0806,-13.86,97,74,0.92,RU,1735004501
292,alofi,-19.0595,-169.9187,82.29,83,40,8.05,NU,1735004501
293,porto novo,6.4965,2.6036,80.42,82,73,2.48,BJ,1735004502
294,vila velha,-20.3297,-40.2925,75.15,99,100,4.61,BR,1735004479
295,kavaratti,10.5669,72.642,81.19,59,97,6.6,IN,1735004503
296,chumphon,10.3333,98.8333,73.36,73,52,3.38,TH,1735004504
297,bissau,11.8636,-15.5977,71.71,78,100,2.3,GW,1735004504
298,santarem,-2.4431,-54.7083,86.13,70,0,6.91,BR,1735004477
299,nuuk,64.1835,-51.7216,7.41,78,20,13.8,GL,1735004506
300,robertsport,6.7533,-11.3686,81.12,74,37,7.94,LR,1735004507
301,belmonte,-15.8631,-38.8828,78.82,82,16,11.05,BR,1735004507
302,bucerias,20.75,-105.3333,76.98,78,20,6.91,MX,1735004436
303,murakami,38.2333,139.4833,35.98,73,99,21.05,JP,1735004509
304,idrinskoye,54.3708,92.1358,5.61,97,100,1.99,RU,1735004509
305,shache,38.4167,77.2406,22.53,56,0,3.11,CN,1735004510
306,dubbo,-32.25,148.6167,73.53,28,0,11.5,AU,1735004510
307,santa terezinha,-29.9002,-50.0904,69.46,74,28,20.36,BR,1735004511
308,amahai,-3.3333,128.9167,87.04,66,92,1.39,ID,1735004512
309,nemuro,43.3236,145.575,29.79,64,28,15.9,JP,1735004513
310,kamaishi,39.2667,141.8833,34.12,52,92,7.11,JP,1735004513
311,otjiwarongo,-20.4637,16.6477,70.2,58,96,4.88,NA,1735004514
312,hasaki,35.7333,140.8333,48.0,38,0,16.35,JP,1735004514
313,zalingei,12.9096,23.4741,64.02,32,35,3.31,SD,1735004515
314,rio san juan,19.6439,-70.0763,75.18,90,100,6.38,DO,1735004516
315,arish,31.1316,33.7984,57.63,64,0,11.61,EG,1735004516
316,kungur,57.4368,56.9593,12.78,93,100,5.53,RU,1735004517
317,codajas,-3.8367,-62.0569,74.48,97,42,1.45,BR,1735004518
318,hirara,24.8,125.2833,68.27,73,75,13.8,JP,1735004519
319,trapani,37.8333,12.6667,46.49,76,40,19.57,IT,1735004520
320,sajir,25.1825,44.5996,59.22,43,69,12.3,SA,1735004520
321,hithadhoo,-0.6,73.0833,81.32,75,53,8.68,MV,1735004521
322,ende,-8.8432,121.6623,85.24,59,100,2.01,ID,1735004522
323,rupert,42.6191,-113.6772,37.35,93,0,4.61,US,1735004522
324,haiku-pauwela,20.9219,-156.3051,78.26,75,2,28.99,US,1735004523
325,lensk,60.7253,114.9278,-8.27,99,100,3.33,RU,1735004524
326,tromso,69.6496,18.957,19.42,68,4,3.44,NO,1735004404
327,ribadeo,43.5325,-7.0991,40.73,93,6,1.25,ES,1735004525
328,labrador city,52.9463,-66.9114,-7.82,68,75,20.0,CA,1735004526
329,san luis de la loma,17.2706,-100.8939,77.92,85,100,3.56,MX,1735004526
330,parham,17.0968,-61.7705,80.29,77,20,10.36,AG,1735004527
331,barclayville,4.6797,-8.2339,77.92,85,54,4.09,LR,1735004528
332,tanout,14.9709,8.8879,55.69,22,5,12.86,NE,1735004528
333,taradale,-39.5333,176.85,71.06,61,86,9.33,NZ,1735004529
334,tamandare,-8.7597,-35.1047,76.73,78,31,5.46,BR,1735004530
335,olinda,-8.0089,-34.8553,80.33,74,40,8.05,BR,1735004530
336,puerto aysen,-45.4,-72.7,48.79,97,47,4.29,CL,1735004531
337,luwuk,-0.9516,122.7875,86.04,61,100,2.93,ID,1735004532
338,berezovyy,51.6667,135.7,-4.5,88,26,2.1,RU,1735004532
339,kailahun,8.2833,-10.5667,67.46,85,61,1.39,SL,1735004533
340,hami,42.8,93.45,16.81,55,98,2.53,CN,1735004534
341,shushi,39.7589,46.7492,36.91,60,100,4.27,AZ,1735004534
342,sosnovo-ozerskoye,52.5249,111.5418,-18.36,99,71,0.83,RU,1735004535
343,kesan,40.8558,26.6303,51.3,86,100,18.1,TR,1735004536
344,inhambane,-23.865,35.3833,79.16,83,100,7.09,MZ,1735004358
345,praia da vitoria,38.7333,-27.0667,59.25,82,75,8.25,PT,1735004537
346,vilyuysk,63.7553,121.6247,-20.67,99,74,4.88,RU,1735004538
347,as sulayyil,20.4607,45.5779,54.1,50,0,8.14,SA,1735004538
348,pasuquin,18.3328,120.6177,84.15,70,75,9.22,PH,1735004539
349,mo i rana,66.3128,14.1428,10.87,92,20,3.44,NO,1735004540
350,la grange,33.0393,-85.0313,37.38,69,0,0.0,US,1735004265
351,joetsu,37.1483,138.2364,38.1,88,99,22.26,JP,1735004541
352,la plata,-34.9215,-57.9545,74.71,51,100,6.62,AR,1735004542
353,guanica,17.9716,-66.908,77.04,68,100,4.52,PR,1735004542
354,tofol,5.3248,163.0078,82.18,89,100,6.91,FM,1735004543
355,heathcote,-34.0833,151.0167,77.79,41,0,3.0,AU,1735004544
356,pagar alam,-4.0167,103.2667,77.67,66,99,5.41,ID,1735004544
357,kiuruvesi,63.65,26.6167,14.63,99,76,3.04,FI,1735004545
358,baganga,7.5739,126.56,84.74,75,100,4.12,PH,1735004546
359,choyr,46.3611,108.3611,1.58,90,8,7.9,MN,1735004546
360,bontang,0.1333,117.5,83.86,75,100,1.45,ID,1735004545
361,brookings,44.3114,-96.7984,19.4,100,100,3.44,US,1735004548
362,macheng,31.1783,115.0319,42.04,58,7,3.31,CN,1735004548
363,licheng,23.2955,113.8284,57.72,37,68,6.58,CN,1735004549
364,paragominas,-2.9667,-47.4833,74.61,90,100,2.91,BR,1735004550
365,nagqu,31.5,92.0,15.75,23,0,1.81,CN,1735004550
366,carolina beach,34.0352,-77.8936,46.02,64,89,1.01,US,1735004551
